region,location,street_address,num_of_rooms,size,fee,final_price,initial_price,year_built
Sundbyberg,Rissne,Mjölnerbacken 32,2,48 ,2404,2400000,2395000,1985
Stockholm,Liljeholmskajen,Förmansvägen 21,3,87 ,3682,5200000,4695000,2004
Stockholm,Snösätra,"Bäverdammsgränd 88, etage",4.5,124 ,6641,3000000,2395000,2004
Stockholm,Vasastan,Dalagatan 86 B,2,54 ,3078,4300000,3995000,1919
Stockholm,Hammarbyhöjden,Falköpingsvägen 5,2,42 ,2609,2760000,2390000,1942
Stockholm,Hammarbyhöjden,"Skärmarbrinksvägen 16, 2 tr",2,46 ,2426,2900000,2575000,1944
Stockholm,Östermalm,Kungstensgatan 3,2.5,64 ,2836,7400000,7900000,1914
Stockholm,Vasastan,Karlbergsvägen 70B,2,66 ,2918,5450000,5095000,1898
Sollentuna,Kvarnskogen,"Kvarnskogsvägen 8, bv",2.5,73 ,4073,2695000,2695000,2009
Stockholm,Bromma,Bäckbornas Väg 21,4.5,101 ,5576,3300000,3095000,1992
Stockholm,Kungsholmen,"Pipersgatan 16, 6tr",1,28.5 ,2220,2875000,2495000,1935
Stockholm,Kungsholmen,"Ernst Ahlgrens Väg 2, 4tr",1,29 ,1712,2820000,2450000,1933
Stockholm,Kungsholmen,"Rålambsvägen 29, 4 tr",2,51 ,2922,3425000,2975000,1943
Stockholm,Vasastan,"Sigtunagatan 11 B, ö g",2,43 ,2115,4050000,3495000,1901
Solna,Råsunda,Förrådsgatan 4,3,68 ,3959,5100000,4495000,1901
Stockholm,LångbroPark,"Stora Kvinns väg 74, 1tr",4,109.5 ,6501,6850000,6495000,1910
Stockholm,Vasastan,"Robert Almströmsgatan 3, 0.5 tr.",1,27 ,1529,2950000,2495000,1929
Stockholm,Högdalen,"Harpsundsvägen 125, 1tr",1,28.5 ,1721,2000000,1695000,1929
Stockholm,Södermalm,"Hallandsgatan 26, 2 tr",2.5,61 ,2742,5250000,4775000,1929
Stockholm,Gröndal,"Storsegelvägen 8, 7tr",5,152 ,7600,10800000,11500000,1929
Stockholm,Södermalm,"Hornsgatan 141C, 7 tr",3.5,95 ,4116,7800000,7595000,1929
Stockholm,Kungsholmen,Ture Nermans Gränd 6,2,47 ,1112,4500000,3995000,1930
Stockholm,Hägersten,Bandyvägen 44,2,53 ,3211,3050000,3195000,1930
Stockholm,Kungsholmen,Fleminggatan 109,1,35 ,1893,3510000,2975000,1909
Stockholm,Liljeholmskajen,Vingårdsgatan 3,3,71.5 ,4311,4900000,4275000,2005
Stockholm,Vasastan,"Atlasgatan 13, 2tr",2.5,64 ,2727,6400000,5750000,1928
Stockholm,Kungsholmen,Pontonjärgatan 30,2,64 ,4324,4750000,4295000,1925
Solna,Råsunda,"Ryttargatan 10, 3tr",3,72 ,3540,5100000,5100000,1912
Nacka,Finntorp,Finntorpsvägen 11,2,53 ,2903,2750000,2750000,1953
Stockholm,Vasastan,"Karlbergsvägen 50, 4 tr.",4,103 ,5158,9675000,8750000,1903
Solna,Hagalund,"Hagalundsgatan 44, 13tr",3,67.5 ,2734,3120000,2695000,1971
Stockholm,Ulvsunda,Lindstigen 3,2,42 ,3388,2275000,2275000,1940
Stockholm,Abrahamsberg,Registervägen 28,3,78 ,3512,3800000,3495000,1945
Stockholm,Maria,"Sankt Paulsgatan 28 A, 3tr",2,57 ,3208,5725000,4650000,1881
Stockholm,Maria,Bengt Ekehjelmsgatan 9,2,31 ,2364,3560000,2795000,1906
Stockholm,Skarpnäck,"Horisontvägen 75, 1tr",3,80 ,5424,2200000,1895000,1984
Stockholm,Katarina,Tideliusgränd 5,1,53 ,3313,3090000,2850000,2019
Stockholm,NorraDjurgårdsstaden,Jaktgatan 33,2,48 ,2810,4375000,4195000,2016
Sundbyberg,Sundbyberg,"Ågatan 20, 7 tr",3,75 ,3776,5210000,4390000,1998
Solna,Råsunda,Näckrosvägen 9,2,54.5 ,3133,3800000,3350000,1944
Sundbyberg,LillaAlby,Humblegatan 31B,3,71.5 ,4096,3830000,3495000,1995
Stockholm,Östermalm,"Furusundsgatan 7, 2tr",3,69 ,4346,5450000,4995000,1941
Stockholm,Ekhagen,Ekhagsvägen 10,3,71 ,3893,4850000,4250000,1935
Stockholm,Gamla Stan,Pelikansgränd 2,1,42 ,2168,4200000,4200000,1600
Stockholm,Östermalm,"Sandelsgatan 14, 3tr",1,34 ,1695,3150000,2695000,1962
Stockholm,Husby,"Lofotengatan 23, 4tr",4,91 ,5914,2550000,1995000,1974
Stockholm,Vasastan,"Rådmansgatan 75, 5tr",1.5,36 ,1645,3400000,2850000,1971
Stockholm,Kista,"Kastrupgatan 14, 2 tr",4,100 ,5988,3200000,3195000,1977
Stockholm,Södermalm,Slipgatan 2,1,33 ,1983,2700000,2595000,1939
Stockholm,Liljeholmen,"Liljeholmstorget 18, vån 4",2,51.5 ,2539,3870000,3495000,2005
Sundbyberg,CentralaSundbyberg,Vintergatan 1,2,43 ,2209,3050000,2495000,2015
Stockholm,Östermalm,Östhammarsgatan 72A,2,41 ,2369,3995000,3995000,2019
Stockholm,HammarbySjöstad,Heliosgatan 16C,1,31 ,2172,2175000,1995000,2018
Stockholm,HammarbySjöstad,Heliosgatan 16C,1,34 ,2103,2250000,2250000,2018
Solna,Arenastaden,"Evenemangsgatan 40, 12 tr",3,69 ,4399,4020000,3695000,2019
Stockholm,Bromma,Broderivägen 19,2,43 ,2509,2650000,1995000,1945
Stockholm,Stockholm,"Riddargatan 3B, 3 tr",3,66 ,3531,6050000,5875000,1980
Solna,Skytteholm,"Framnäsbacken 14, ök",5,103 ,5528,4420000,4420000,1959
Solna,Järvastaden,Honnörsgatan 27,4,99 ,4459,4800000,4395000,2008
Stockholm,Kista,"Helsingörsgatan 38, 3tr",6,118 ,7278,3300000,2995000,1979
Stockholm,Vasastan,"Torsgatan 42, 2tr",2,43 ,2185,4325000,3850000,1926
Stockholm,Kungsholmen,Essingetorget 40,2,45 ,3123,2500000,2395000,1926
Stockholm,Södermalm,Bellmansgatan 32,2,45 ,2655,4400000,3595000,1884
Solna,Råsunda,"Råsundavägen 160, 4 tr",3,69.5 ,4220,4550000,3495000,1953
Stockholm,Vasastan,"Tomtebogatan 33, 5 tr",4,127 ,4543,13550000,11500000,1911
Solna,Råsunda,"Råsundavägen 162, 5tr",1,17 ,1324,1800000,1495000,1952
Solna,SolnaCentrum,Centralvägen 15,1,19 ,910,2150000,1695000,1951
Stockholm,Sköndal,Sköndalsvägen 88,3,79.3 ,4263,3150000,2495000,1995
Stockholm,Bromma,Klintbacken 60 A,2,56 ,3525,2990000,2495000,2004
Stockholm,Årsta,Steningevägen 5 / 8tr,2.5,62 ,3333,4200000,3695000,1946
Solna,Ulriksdal,"Banmästargatan 4, 4 tr",2,69 ,3594,3400000,2795000,2011
Stockholm,Vasastan,"Karlbergsvägen 82A, 4tr",2,54 ,2260,5275000,4850000,2011
Stockholm,Stockholm,Älvsåkersgränd 29,3,83 ,4944,2375000,1995000,1968
Stockholm,Kista,"Helsingörsgatan 14, 2tr",2,45 ,3123,1800000,1750000,1978
Stockholm,Gärdet,Olaus Petrigatan 10,2,56 ,2985,4300000,4075000,1953
Stockholm,Hägerstensåsen,Bäckvägen 161,2,52 ,2200,3025000,2495000,1944
Solna,Järvastaden,Fridensborgsvägen 157,2,53.5 ,3018,2875000,2595000,2017
Stockholm,Telefonplan,Flygelgatan 4,1,30 ,2072,2550000,2095000,2012
Stockholm,Östermalm,"Valhallavägen 149, 3 tr",1,29 ,1266,2950000,2600000,1932
Stockholm,Bromma,"Björkbacksvägen 57, vån 1",2,50 ,3096,2400000,1995000,1918
Stockholm,Bromma,Björnsonsgatan 130,2,59 ,3224,2470000,2195000,1952
Stockholm,Fredhäll,Frödingsvägen 4,2.5,49 ,2506,3425000,2995000,1931
Stockholm,Gärdet,Furusundsgatan 11,2,34 ,2094,3200000,3300000,1938
Stockholm,Östermalm,"Birger Jarlsgatan 72, 4 tr",2,44 ,1384,4475000,4475000,1994
Stockholm,Stockholm,Sköntorpsvägen 118,2,54 ,2877,2650000,2700000,1945
Stockholm,Akalla,Helsingforsgatan 23,2,39 ,2701,1315000,1295000,1975
Sundbyberg,Sundbyberg,"Ursviksvägen 17,  2 tr",2,54.5 ,3160,3080000,2595000,1995
Stockholm,Södermalm,Allhelgonagatan 7,2,50 ,2011,3950000,4050000,1936
Stockholm,Vasastan,Tre Liljor 3,2,40 ,1676,4450000,4295000,1923
Stockholm,AndelibostadsföreningHornstull,"Långholmsgatan 16, 4 tr",2,37 ,2071,3640000,2995000,1913
Stockholm,Kungsholmen,"Ulriksborgsgatan 7, 12tr",3,71 ,3912,5260000,5150000,2007
Stockholm,Kungsholmen,"John Ericssonsgatan 16, 3 tr",1,25 ,1635,2650000,2195000,1934
Stockholm,Kungsholmen,Franzéngatan 80,3,88 ,4958,6400000,5975000,1934
Stockholm,Fruängen,Eva Bonniers Gata 37,4,87 ,4819,4100000,3550000,1956
Stockholm,Östermalm,"Artillerigatan 29, 2 tr",1,23 ,1376,3000000,2695000,1936
Stockholm,Hagsätra,Frövigatan 20,3,66 ,3440,2050000,1995000,1958
Stockholm,Vasastan,"Norrbackagatan 15, 2 tr",2,32 ,945,3520000,2995000,1906
Stockholm,Södermalm,Maria Prästgårdsgata 41,3,68 ,2975,5900000,5495000,1906
Stockholm,Aspudden,Sigfridsvägen 7,3,86 ,3058,6200000,5495000,1980
Stockholm,Kungsholmen,Pontonjärgatan 16,2,55 ,3382,5000000,4395000,1930
Stockholm,Vasastan,"Robert Almströmsgatan 8, 2tr",3,62 ,2388,6925000,5895000,1927
Stockholm,Vasastan,Atlasgatan 5C,5,145 ,3736,14900000,14995000,1927
Stockholm,Vasastan,"Norra Stationsgatan 119, 2,5 tr",1,31 ,1808,3150000,2795000,1913
Stockholm,Högdalen,"Harpsundsvägen 65, 2tr",1,29 ,1501,1970000,1595000,1913
Stockholm,Vasastan,"Tomtebogatan 16, 4tr",2,50 ,1751,5825000,4750000,1905
Stockholm,Bandhagen,Trollesundsvägen 52,2,65.5 ,5493,1750000,1750000,1905
Stockholm,Östermalm,Linnégatan 51,4,123 ,2422,13300000,10750000,1940
Stockholm,Södermalm,"Tavastgatan 26A, 1tr",3,69 ,3409,7450000,6900000,1885
Stockholm,Spånga,"Bygärdesvägen 4A, Vån 2",2,56 ,3524,1900000,1695000,1964
Stockholm,Kärrtorp,Arkövägen 21A,1.5,38.5 ,1833,2275000,2275000,1950
Stockholm,Årsta,"Storsjövägen 35, 3tr",4,89 ,5659,5610000,4995000,2007
Solna,Vireberg,"Virebergsvägen 11, 5 vån",3,72 ,1890,4000000,3795000,1957
Stockholm,HammarbySjöstad,"Virkesvägen 17, NB UTEPLATS",2,61 ,3523,3600000,3795000,1957
Stockholm,Kungsholmen,"Igeldammsgatan 38, våning 4",2,42 ,2576,3400000,3250000,1930
Stockholm,SpångaSolhem,Bennebolsgatan 34,3,67.5 ,4465,2700000,2590000,2005
Stockholm,Kungsholmen,"Orvar Odds Väg 8, 5/5 tr",2,41 ,1877,4200000,3475000,1935
Stockholm,Kungsholmen,Fridhemsgatan 16,2,34 ,2334,3115000,3100000,1896
Sundbyberg,CentralaSundbyberg,"Vintergatan 4, 3 av 3tr",1,47 ,3269,3000000,2995000,1936
Sundbyberg,CentralaSundbyberg,"Vintergatan 4, 3 av 3tr",1,47 ,3269,3000000,2995000,1936
Stockholm,Södermalm,"Sankt Paulsgatan 28B, 3 tr",2,58 ,3265,5700000,4750000,1881
Stockholm,Kungsholmen,"Ulriksborgsgatan 16, 8 tr",4,97 ,3864,6850000,6950000,2010
Stockholm,Fruängen,Ellen Keys Gata 59,1,29 ,1763,2100000,1495000,1955
Sundbyberg,AndelibostadsföreningSundbyberg,Landsvägen 51,2,32 ,1017,2825000,2490000,1912
Stockholm,Vasastan,Surbrunnsgatan 43 B,2,51 ,2684,5100000,4495000,1909
Stockholm,Skarpnäck,"Ballonggatan 10, Etage!",4.5,110 ,6769,3650000,2995000,1909
Solna,Rudviken,Regnstigen 10,2,43 ,2030,2775000,2775000,1985
Sollentuna,Tureberg,"Bagarbyvägen 6D, 1tr",3,81.1 ,3891,2750000,2295000,1968
Sundbyberg,Järvastaden,Vinthundsgatan 111,2,54 ,2926,2470000,2375000,2012
Stockholm,Östermalm,"Birger Jarlsgatan 42, 4 tr",2,78 ,2500,8100000,6995000,1918
Stockholm,Gärdet,Blanchegatan 18,1.5, 1.5 ru,2081,3000000,3000000,1937
Nacka,Henriksdalsberget,Henriksdalsringen 67,3,81 ,4874,3200000,2895000,1971
Stockholm,Vasastan,Birkagatan 26,3,85 ,3627,8900000,7250000,1904
Nacka,Saltängen,Beckasinvägen 37,1,39 ,2621,1800000,1777000,1955
Stockholm,Södermalm,"Fatburs Brunnsgata 31, 2 tr",1.5,31.5 ,2118,2910000,2695000,1990
Solna,Bergshamra,Åbergssons Väg 5,3,90 ,3725,4600000,3795000,1990
Stockholm,Sofia,"Ringvägen 138, 2tr",2.5,52 ,2587,3600000,3295000,1974
Stockholm,Aspudden,Blommensbergsvägen 130,3.5,82.5 ,5321,4800000,4195000,2003
Stockholm,Kungsholmen,"Arbetargatan 28 A, 3 tr",2,68 ,2425,4600000,4750000,1969
Stockholm,Södermalm,"Heleneborgsgatan 36, 1/2 tr",4,80 ,4858,6720000,5650000,1929
Solna,Råsunda,"Gustafsvägen 14 B,  2 tr",3,66 ,2793,3525000,3600000,1929
Stockholm,Vasastan,"Frejgatan 22, 2 tr",3,75 ,2696,7025000,7200000,1925
Stockholm,Beckomberga,"Bäckbornas Väg 23, vån 4",3,66.5 ,4029,2300000,1995000,1991
Stockholm,Västertorp,Skridskovägen 9C,3,70 ,4045,3625000,3650000,2008
Stockholm,Östermalm,Grev Magnigatan 17 C,2,57 ,1626,6275000,5495000,1886
Stockholm,Liljeholmen,"Nybohovsbacken 68, vån 5",2,52 ,3506,3770000,3295000,2008
Stockholm,Östermalm,"Surbrunnsgatan 4, 1 tr",2,77 ,3009,6500000,5775000,1897
Stockholm,Södermalm,"Metargatan 13, 3 tr",1,33 ,1777,2990000,2990000,1897
Stockholm,Vasastan,"Gästrikegatan 20, 4 tr",2,65 ,2231,6100000,5995000,1904
Stockholm,Årsta,"Järnlundsvägen 31, 3tr",4,88 ,5137,4800000,3695000,1904
Nacka,Henriksdalsberget,"Henriksdalsringen 93, 5tr",3,81 ,4214,3195000,2995000,1904
Stockholm,Katarina,"Tideliusgränd 5, 5 tr",3,86 ,4629,6795000,6795000,2019
Stockholm,Traneberg,"Mössebergsvägen 28, 1tr",4,79 ,4488,4750000,4750000,1938
Stockholm,Midsommarkransen,Tegelbruksvägen 42,3,67 ,4415,4110000,3650000,2006
Nacka,VästraOrminge,Utövägen 16,3,93 ,5565,2120000,1995000,2006
Sundbyberg,Järvastaden,"Brogatan 8, 4 tr",3,79.5 ,4180,4100000,3595000,2014
Nacka,Ekudden,Ekuddsvägen 1,3,69 ,5502,2810000,2495000,2014
Sundbyberg,Sundbyberg,"Hästhagsgatan 14, 2 tr",1,40 ,2202,2280000,1995000,1934
Stockholm,Bromma,"Tunnlandsvägen 91, vån 6",2,61 ,2731,2735000,2695000,1998
Nacka,Alphyddan,Alphyddevägen 35,4,96 ,4464,3330000,3295000,1962
Stockholm,Östermalm,"Smedsbacksgatan 20, 4 tr",2,39 ,2939,3300000,2895000,1939
Stockholm,Gullmarsplan,Grafikvägen 14,3,62 ,3215,3700000,3450000,1945
Stockholm,JohannelundsTrädgårdsstad,"Rabattvägen 44, 2 tr",3,69.5 ,4373,2675000,2675000,2013
Stockholm,Kungsholmen,Pontonjärgatan 4,2,59 ,4092,4850000,4650000,1931
Stockholm,Bromma,Tallbacksvägen 12 3tr,3,71 ,3935,4200000,3325000,1918
Stockholm,Liljeholmskajen,Vingårdsgatan 46,2,49.5 ,2677,3650000,3095000,2003
Stockholm,Vasastan,"Hagagatan 17 B, 3tr",3,77 ,3545,7000000,7000000,1981
Stockholm,Kungsholmen,"Fridhemsgatan 10, 2 tr",2.5,75 ,4024,5805000,5475000,1927
Stockholm,Vasastan,Tre Liljor 2A,1,29 ,1616,2955000,2995000,1924
Stockholm,Vasastan,Tre Liljor 2A,1,29 ,1616,2955000,2995000,1924
Stockholm,Riksby,Spångavägen 52,2,42 ,3380,2300000,2300000,1924
Stockholm,Vasastan,Sankt Eriksgatan 120,2,40 ,2896,3610000,3395000,1924
Solna,Järvastaden,"Honnörsgatan 18, 2tr",3,71 ,4486,3595000,3595000,2008
Stockholm,Kungsholmen,Geijersvägen 16 vån 3 av 4,3,75.5 ,3540,5300000,4995000,1980
Sundbyberg,LillaAlby,Hamngatan 26,2,41.5 ,2602,2800000,2495000,2012
Stockholm,Bagarmossen,Svartågatan 47,3,59.5 ,4060,3075000,3150000,1954
Stockholm,HammarbySjöstad,Heliosgatan 16B,1,34 ,2103,2200000,1995000,2018
Stockholm,Bandhagen,Läggestavägen 16,2,57 ,3148,2470000,1995000,1953
Sollentuna,Edsberg,Kruthornsvägen 28,3,66 ,3525,2030000,1895000,1964
Sundbyberg,LillaAlby,Hamngatan 26,1.5,34 ,2485,2675000,2750000,2012
Stockholm,Kungsholmen,Fridhemsplan 25,2,36 ,1996,3175000,2995000,1938
Stockholm,Kärrtorp,Gåshällsvägen 10,3,70 ,3975,3575000,2950000,1952
Solna,VästraSkogen,Infanterigatan 27,3,66.5 ,3561,3300000,3300000,1952
Stockholm,Älvsjö,"Kavelbrovägen 10, 4 tr",5,136 ,6533,6150000,5650000,2013
Stockholm,Hässelby,"Enspännargatan 12a, 5tr",1,33 ,1994,1650000,1650000,2018
Stockholm,Vasastan,"Rörstrandsgatan 54, 5tr",2,60 ,3046,5565000,4995000,1908
Stockholm,Sätra,Eksätravägen 414,2,44 ,2897,2175000,2095000,1908
Solna,SolnaVästraSkogen,Armégatan 36F,3,81 ,4458,4100000,4100000,2015
Stockholm,Södermalm,"Lundagatan 36A, 2 tr",2,45.5 ,2277,3900000,3495000,1930
Stockholm,Kungsholmen,"Fridhemsgatan 10, 2 tr",3,75 ,4024,5805000,5475000,1927
Solna,Råsunda,Backvägen 1,3,77 ,3568,3875000,3995000,1954
Stockholm,Bromma,Gustav III:s Väg 52,2.5,58 ,3109,3200000,2995000,1992
Solna,Råsunda,"Idrottsgatan 6, 5 tr",3,86 ,4354,5200000,5300000,1911
Stockholm,Vasastan,Tomtebogatan 16,1.5,39 ,1297,3925000,3295000,1904
Stockholm,GamlaEnskede,Nynäsvägen 337,3,75 ,3839,4300000,4400000,1927
Stockholm,Kungsholmen,Sankt Eriksgatan 4,2,65 ,3245,4600000,4495000,1926
Stockholm,Björkhagen,Läckövägen 8,3,53 ,2903,3100000,2595000,1943
Sundbyberg,Sundbyberg,"Vattugatan 9, 4 av 4 tr",4,107.5 ,4641,5610000,4995000,1958
Stockholm,Vasastan,Upplandsgatan 49,1,29 ,1686,3200000,2995000,1971
Sollentuna,Edsberg,Kaplansbacken 5 B,1,29 ,1874,1450000,1495000,1962
Stockholm,Östermalm,Erik Dahlbergsgatan 71,4,104 ,4483,7695000,7695000,1992
Stockholm,Vällingby,"Östersundsgatan 7, 10 tr",1.5,54 ,2731,2200000,1995000,1992
Stockholm,Spånga,Stridsbergavägen 2,2,62 ,4789,1800000,1695000,1965
Stockholm,Vasastan,"Tomtebogatan 11, 3 tr",2,70 ,2749,6750000,6750000,1965
Stockholm,Högalid,"Brännkyrkagatan 88, 5+6 tr",5,94 ,4863,8810000,7750000,1933
Sundbyberg,CentralaSundbyberg,Vintergatan 17,2,53 ,2750,3275000,2695000,1996
Stockholm,Vasastan,"Norrtullsgatan 36, 1,5tr.",2.5,49 ,2659,3810000,3495000,1939
Nacka,HammarbySjöstad,Skeppsmäklargatan 49,3,82 ,3757,4600000,4600000,2019
Stockholm,Hornstull,"Slipgatan 5, mini 2:a",1,24 ,1260,2725000,2495000,1939
Stockholm,GamlaEnskede,Enskedevägen 98A,2,58 ,2294,3120000,2695000,1939
Stockholm,Hornstull,"Drakenbergsgatan 8, 7tr",3,85 ,3533,6110000,5150000,1967
Stockholm,Vasastan,"Tomtebogatan 1 B, 6tr.",2.5,71 ,2019,7350000,6495000,1929
Stockholm,Telefonplan,Hökmossevägen 68,2,39 ,2672,2180000,1795000,1929
Stockholm,Årsta,"Årstavägen 73, 2/4tr",2,44.5 ,3033,2700000,2095000,1945
Stockholm,Vällingby,"Råcksta gårdsväg 21, Vån 1",2,47 ,3141,2195000,2195000,2012
Stockholm,Enskededalen,Grusåsgränd 84,2,64 ,2931,2750000,2495000,1979
Stockholm,Hässelby,"Blomsterkungsvägen 116A, Vån 1",2,59.5 ,2871,2055000,1995000,2019
Stockholm,Östermalm,"Sandelsgatan 16, 1 tr",3,77.5 ,3562,7400000,6550000,1963
Nacka,Eknäs,Höjdvägen 5B,3,74 ,4165,2650000,2495000,1963
Stockholm,Medborgarplatsen,Tjärhovsgatan 14,2,42 ,1046,3900000,3495000,1914
Stockholm,Telefonplan,Mobilgatan 10,4,101 ,5377,6200000,5495000,2015
Stockholm,Husby,Lofotengatan 16,2,55 ,4017,1900000,1595000,2015
Stockholm,Södermalm,"Kocksgatan 28, 1 tr ög",2,60 ,2088,5225000,4975000,1904
Solna,Råsunda,Solnavägen 98B,1.5,34 ,2624,2670000,2295000,2017
Stockholm,ÄlvsjöLångbroPark,"Blågransvägen 6, 1 tr",4,84 ,5259,4100000,4195000,2005
Stockholm,Kungsholmen,Rålambsvägen 16 A,4,104 ,5709,6950000,5995000,2005
Stockholm,Hjorthagen,Lanforsvägen 27,2,44 ,2961,3300000,2995000,1936
Stockholm,Tensta,"Skäftingebacken 25, Våning 4 av 4",4,94 ,6447,2100000,1850000,1969
Sollentuna,Kärrdal,Lomvägen 617,2,69 ,4415,1900000,1850000,1973
Sollentuna,Silverdal,Tegelhagsvägen 8 D,4,76 ,5028,3600000,3600000,2005
Stockholm,Hägerstensåsen,"Lotterivägen 4, vån 3 av 3",2,58 ,3149,3125000,2695000,1946
Solna,Huvudsta,"Jungfrudansen 56, vån 6/6",2,60.5 ,2582,3220000,2995000,1971
Solna,VästraSkogen,"Armégatan 5, vån 6",3,81 ,4729,4340000,3995000,1971
Solna,Råsunda,"Gränsgatan 22, vån 6/8",2,55 ,3015,3700000,3795000,2019
Stockholm,Spånga,Erik Tegels Väg 41,1.5,49 ,2700,1750000,1595000,1963
Stockholm,Kärrtorp,"Söderarmsvägen 1, 3tr",3,59 ,3086,2910000,2450000,1949
Stockholm,Södermalm,Kocksgatan 40,2,34 ,2118,3250000,2850000,1939
Stockholm,Vasastan,"Birger Jarlsgatan 115 B, 6tr VUP L8",2,56 ,2198,5850000,5750000,1913
Stockholm,Kungsholmen,Kungsholmsgatan 12 ,4,103 ,4347,9800000,8750000,1906
Stockholm,Vasastan,"Dalagatan 39, 1tr",3,99 ,4616,9400000,8350000,1912
Stockholm,Vasastan,"Hälsingegatan 31, 4tr",1,40.5 ,1700,3730000,2995000,1924
Sollentuna,Edsbacka,Platåvägen 30,3,81 ,5004,3050000,2995000,1985
Stockholm,Kista,"Helsingörsgatan 34, 3 tr ",3,81 ,4902,2480000,2295000,1976
Solna,Råsunda,"Råsundavägen 168, VÅN 2, 2-1203",2,50 ,2792,3200000,3200000,2019
Stockholm,Spånga,Holmingegränd 13,2,62 ,4430,1600000,1600000,1968
Sollentuna,Edsbacka,Platåvägen 24,2,67.5 ,4167,3150000,3150000,1985
Stockholm,Midsommarkransen,"Tellusborgsvägen 81, vån 4/4",3,73 ,4093,4620000,4195000,2011
Stockholm,Bandhagen,"Fjugestagränd 23, 1tr",3,67 ,3386,2200000,1750000,1960
Stockholm,Södermalm,"Pokalvägen 4, 6tr",2,40 ,2416,3200000,3200000,1944
Stockholm,Södermalm,"Anders Reimers Väg 8, 2tr",2,44 ,2853,3370000,3395000,1943
Stockholm,Skarpnäck,Pilottorget 5,4,101.5 ,5784,3750000,2995000,1943
Stockholm,Hammarbyhöjden,"Ystadsvägen 79, 2 tr",2,52 ,3075,3080000,2795000,1947
Stockholm,Östermalm,"Rindögatan 24, 3tr",1,23 ,1537,2700000,2195000,1938
Stockholm,Östermalm,"Furusundsgatan 14, 2tr",2,57 ,2943,4800000,3995000,1938
Stockholm,Enskede,Rangstagatan 18,2,45 ,2817,2535000,2145000,2017
Stockholm,Stockholm,Fridhemsgatan 6,3,108 ,3893,8725000,7995000,1923
Stockholm,Bromma,Holbergsgatan 148,3.5,69 ,3831,3100000,2790000,1952
Stockholm,Katarina,Fiskargatan 9,2.5,66 ,2575,6800000,6495000,1906
Solna,Frösunda,Gustav III:s Boulevard 105,4,106 ,5604,5470000,4950000,2006
Stockholm,Gamla Stan,"Skeppar Karls Gränd 6, 3 tr",2,50 ,937,5320000,4795000,1618
Solna,Råsunda,Lövgatan 64,1.5,42 ,1772,2900000,2695000,1911
Stockholm,Bromma,Gustav lll:s väg 78,4,97 ,5235,5400000,4995000,2009
Stockholm,Vasastan,"Birkagatan 10, 2 tr",3,66 ,1458,6470000,5795000,1927
Stockholm,Södermalm,Tjärhovsgatan 22,1,19 ,2183,2150000,1795000,1939
Stockholm,Södermalm,Jägargatan 1,4,78 ,3649,6000000,4995000,2005
Stockholm,Stadshagen,"Ulriksborgsgatan 7, 16tr",2,59.5 ,3376,4410000,3995000,2006
Solna,Bergshamra,Rådjursstigen 42,4,101.5 ,4172,5350000,4195000,1959
Solna,Bergshamra,Barks Väg 16,3,86 ,4153,4700000,4195000,1986
Stockholm,Örnsberg,"Gösta Ekmans Väg 37, 7tr",3,81.2 ,3923,5300000,4495000,1969
Stockholm,Stockholm,Katarina Bangata 48,1,34 ,1825,3375000,2750000,1904
Stockholm,Vasastan,"Rörstrandsgatan 15, 1 tr",1,29 ,1664,3250000,3250000,1928
Stockholm,Vällingby,Jämtlandsgatan 154,2,60 ,3495,2370000,2095000,1953
Solna,Råsunda,Åsvägen 5,1,27.5 ,1866,2300000,1795000,1948
Stockholm,Vasastan,"Birkagatan 24, 1 tr ög",2,50 ,2523,5360000,4750000,1905
Stockholm,Fruängen,"Doktor Widerströms Gata 36, 1TR",1,30 ,2232,1900000,1495000,1953
Stockholm,Bagarmossen,Emågatan 38,2,66 ,3744,2950000,2395000,1952
Stockholm,Stureby,Östrandsvägen 80,2,62 ,3324,2350000,2150000,1950
Stockholm,Södermalm,Tideliusgatan 55,4.5,94 ,4174,6175000,5975000,1968
Stockholm,Bromma,Minnebergsvägen 5,3,70 ,2677,5075000,4395000,1938
Stockholm,Aspudden,"Hägerstensvägen 191, vån 3",2,47 ,3303,2850000,2295000,1936
Stockholm,Kungsholmen,"Ernst Ahlgrens Väg 5, 1,5tr",2,38 ,2112,3300000,2895000,1933
Stockholm,Ålsten,Ålstensgatan 14,2,51 ,1086,3350000,2895000,1934
Stockholm,Årsta,Årstavägen 66,3,73 ,3863,4020000,3475000,1946
Solna,Skytteholm,"Ankdammsgatan 25, 3 tr",2,61 ,3041,3100000,2595000,1958
Stockholm,HornsbergsStrand,"Warfvinges väg 15, 2 tr",2,46 ,2062,3850000,3600000,1958
Stockholm,Högalid,"Lundagatan 36B, 3tr",1.5,30 ,1610,2800000,2495000,1930
Stockholm,Kungsholmen,Alströmergatan 45,3,72 ,3017,6750000,5895000,1911
Stockholm,Aspudden,Vallfartsvägen 6,1,35 ,2201,2500000,2295000,1939
Stockholm,Årsta,Siljansvägen 49,2,57 ,3544,3000000,2475000,1947
Stockholm,Kungsholmen,Atterbomsvägen 38,2,49 ,2438,3650000,3450000,1935
Stockholm,Vällingby,"Jämtlandsgatan 99, Vån 7 (13072)",1,36 ,1905,2100000,1750000,2018
Stockholm,Skarpnäck,Horisontvägen 87D,2,68 ,4788,2275000,1895000,1989
